Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
1806231;2.495;48.93611111111111;"48°56'10.000""N 2°29'42.000""E";93005;"";6 RUE JULES PRINCET;93600;AULNAY SOUS BOIS;Bâtiment;28.6;"Copropriété, Syndic, SCI"
1806342;2.362222222222222;48.86805555555556;"48°52'5.000""N 2°21'44.000""E";75110;"";2 BD ST MARTIN;75010;PARIS 10E ARRONDISSEMENT;Local technique;5.0;BOUYGUES
1806576;3.18;48.72694444444444;"48°43'37.000""N 3°10'48.000""E";77113;"";CLOS DE L EPAUCHE;77320;CHEVRU;Pylône autostable;25.0;HIVORY
1807667;2.817222222222222;48.830555555555556;"48°49'50.000""N 2°49'2.000""E";77508;LES CARDINAUX;VILLAGES NATURE PARIS;77174;VILLENEUVE LE COMTE;Bâtiment;16.1;SFR
1808629;2.5436111111111113;48.94583333333333;"48°56'45.000""N 2°32'37.000""E";93071;"";CHEMIN DU MARAIS DU SOUCI STADE JEAN GUIMIER;93270;SEVRAN;Pylône tubulaire;31.0;TOTEM
1808637;2.549166666666667;49.00194444444445;"49°0'7.000""N 2°32'57.000""E";93073;"";RUE DES VIGNES AEROPORT CHARLES DE GAULLE - ZONE DE SERVICE;93290;TREMBLAY EN FRANCE;Pylône tubulaire;27.0;TOTEM
1808652;2.3625;48.99111111111111;"48°59'28.000""N 2°21'45.000""E";95539;LA CHAPELLE ST NICOLAS;SENTE DE LA CHAPELLE ST NICOLAS;95350;SAINT BRICE SOUS FORET;Pylône tubulaire;25.0;TOTEM
1808700;2.2425;48.848333333333336;"48°50'54.000""N 2°14'33.000""E";75116;AMBROISE PARÉ;TUNNEL A 13 PORTE DE BOULOGNE VERS PARIS;75116;PARIS 16E ARRONDISSEMENT;Tunnel;9.0;"Sociétés d'Autoroutes"
1809428;1.75;48.80138888888889;"48°48'5.000""N 1°45'0.000""E";78513;"";RUE DES CHENES STADE DE LA BUTTE DES MOULINS;78940;QUEUE LES YVELINES;Pylône tubulaire;34.9;TOTEM
1809436;2.633888888888889;48.84361111111111;"48°50'37.000""N 2°38'2.000""E";77258;"";R CINNA 11 PASSAGE DU CID;77185;LOGNES;Immeuble;26.0;Société HLM
1809443;2.1261111111111113;48.895;"48°53'42.000""N 2°7'34.000""E";78650;"";101 B BD CARNOT;78110;VESINET;Pylône autostable;17.0;TOTEM
1810046;2.2047222222222222;48.78;"48°46'48.000""N 2°12'17.000""E";78640;"";2 ALLÉE ROBERT SCHUMANN;78140;VELIZY VILLACOUBLAY;Bâtiment;24.7;Société Privée
1810684;2.3158333333333334;48.93222222222222;"48°55'56.000""N 2°18'57.000""E";92036;"";70-76 AV DU VIEUX CHEM DE ST DENIS;92230;GENNEVILLIERS;Pylône autostable;24.0;ATC FRANCE
1810897;2.4138888888888888;48.75055555555556;"48°45'2.000""N 2°24'50.000""E";94054;"";STADE JEAN MERMOZ;94310;ORLY;Pylône tubulaire;25.5;"Commune, communauté de commune"
1811231;2.37;48.87555555555556;"48°52'32.000""N 2°22'12.000""E";75110;"";17-21 AVENUE CLAUDE VELLEFAUX;75010;PARIS 10E ARRONDISSEMENT;Immeuble;35.0;Société HLM
1811421;2.305833333333333;48.89833333333333;"48°53'54.000""N 2°18'21.000""E";92024;"";35-41 RUE DE PARIS;92110;CLICHY;Immeuble;39.2;Société HLM
1812335;2.4430555555555555;48.84722222222222;"48°50'50.000""N 2°26'35.000""E";94080;"";31 AVENUE GABRIEL PERI;94300;VINCENNES;Bâtiment;31.0;"Copropriété, Syndic, SCI"
1813857;2.176388888888889;48.93361111111111;"48°56'1.000""N 2°10'35.000""E";78586;"";RUE DU PASSAGE DE LA MULE;78500;SARTROUVILLE;Pylône tubulaire;24.1;ON TOWER FRANCE
1815168;2.4338888888888888;48.99194444444444;"48°59'31.000""N 2°26'2.000""E";95277;"";3 AVENUE PIERRE SALVI;95500;GONESSE;Pylône tubulaire;25.0;HIVORY
1815745;2.6680555555555556;48.669444444444444;"48°40'10.000""N 2°40'5.000""E";77217;"";RUE DE MELUN;77166;GRISY SUISNES;"Château d'eau - réservoir";32.9;"Commune, communauté de commune"
1816317;3.388055555555556;49.048611111111114;"49°2'55.000""N 3°23'17.000""E";02168;QUARTIER LES VAUCRISES;4 AV OTMUS;02400;CHATEAU THIERRY;Bâtiment;29.0;Société Privée
1816611;2.2527777777777778;48.848333333333336;"48°50'54.000""N 2°15'10.000""E";75116;"";"PORTE D'AUTEUIL TUNNEL BD PÉRIPHÉRIQUE";75116;PARIS 16E ARRONDISSEMENT;Tunnel;7.6;"Commune, communauté de commune"
1818823;2.1419444444444444;48.821666666666665;"48°49'18.000""N 2°8'31.000""E";78646;"";29 BOULEVARD GLATIGNY;78000;VERSAILLES;Monument religieux;19.4;"Commune, communauté de commune"
1819372;1.5977777777777777;48.798611111111114;"48°47'55.000""N 1°35'52.000""E";78310;SAINT MATHIEU;20 RUE SAINT MATHIEU ZI SAINT MATHIEU;78550;HOUDAN;Pylône tubulaire;36.0;ON TOWER FRANCE
1819378;2.3744444444444444;48.81944444444444;"48°49'10.000""N 2°22'28.000""E";94041;"";6/8 RUE ANDRÉ VOGUET;94200;IVRY SUR SEINE;Immeuble;22.7;"Copropriété, Syndic, SCI"
1819946;3.200277777777778;49.03333333333333;"49°2'0.000""N 3°12'1.000""E";02521;"L'ENCLOS";"CHEM RURAL DE CROUY FERME DE L'HÔPITAL";02310;MONTREUIL AUX LIONS;Pylône autostable;31.0;HIVORY
1821161;2.2925;48.8275;"48°49'39.000""N 2°17'33.000""E";75115;"";PL DES INSURGÉS DE VARSOVIE;75015;PARIS 15E ARRONDISSEMENT;Tunnel;8.0;"Ets public , Minist, Synd mixt"
1821419;2.9858333333333333;48.824444444444445;"48°49'28.000""N 2°59'9.000""E";77371;LE FAHY;31  RUE DU GENERAL LECLERC;77515;POMMEUSE;"Château d'eau - réservoir";29.3;"Syndicat des eaux, Adduction"
1821441;2.3358333333333334;48.849444444444444;"48°50'58.000""N 2°20'9.000""E";75106;"";"36, RUE DE VAUGIRARD";75006;PARIS 6E ARRONDISSEMENT;Bâtiment;29.0;"Ets public , Minist, Synd mixt"
1821455;2.4588888888888887;48.89611111111111;"48°53'46.000""N 2°27'32.000""E";93053;"";"1, RUE MARC SANGNIER";93130;NOISY LE SEC;Immeuble;33.2;Société HLM
1821691;2.406111111111111;48.853611111111114;"48°51'13.000""N 2°24'22.000""E";75120;"";68 RUE DES PYRENEES;75020;PARIS 20E ARRONDISSEMENT;Immeuble;27.6;Société HLM
1821698;2.3308333333333335;48.81666666666667;"48°49'0.000""N 2°19'51.000""E";92049;"";48 RUE BARBES;92120;MONTROUGE;Immeuble;29.3;Société Privée
1822760;2.4766666666666666;48.949444444444445;"48°56'58.000""N 2°28'36.000""E";93005;"";100 RUE BLAISE PASCAL;93600;AULNAY SOUS BOIS;pylône arbre;20.0;BOUYGUES
1823206;2.3741666666666665;48.83555555555556;"48°50'8.000""N 2°22'27.000""E";75113;"";17 RUE ABEL GANCE;75013;PARIS 13E ARRONDISSEMENT;Immeuble;37.1;"Copropriété, Syndic, SCI"
1823356;2.2980555555555555;48.882777777777775;"48°52'58.000""N 2°17'53.000""E";75117;"";"80, RUE DEMOURS";75017;PARIS 17E ARRONDISSEMENT;Bâtiment;7.7;"Copropriété, Syndic, SCI"
1823875;2.11;48.78138888888889;"48°46'53.000""N 2°6'36.000""E";78646;"";"1 RUE DE L'ETANG DU DÉSERT CASERNE PASQUIER";78000;VERSAILLES;Pylône autostable;59.6;"Ets public , Minist, Synd mixt"
1824153;2.4691666666666667;48.843333333333334;"48°50'36.000""N 2°28'9.000""E";94033;"";"21 RUE DU CLOS D'ORLÉANS";94120;FONTENAY SOUS BOIS;Immeuble;19.5;Société Privée
1825032;2.642777777777778;48.79694444444444;"48°47'49.000""N 2°38'34.000""E";77390;"";3 RUE DES AULNES;77680;ROISSY EN BRIE;Bâtiment;24.0;"Copropriété, Syndic, SCI"
1825036;2.0797222222222222;48.772777777777776;"48°46'22.000""N 2°4'47.000""E";78297;PONT DU ROUTOIR;8 ALLEE DE VERSAILLES RÉSIDENCE LE CADRE DE VIE;78280;GUYANCOURT;Immeuble;25.5;Société HLM
1825088;2.511388888888889;48.97472222222222;"48°58'29.000""N 2°30'41.000""E";93078;"";9 ALLÉE DES IMPRESSIONNISTES AVENUE DES NATIONS;93420;VILLEPINTE;Bâtiment;25.3;"Copropriété, Syndic, SCI"
1825647;1.7225000000000001;48.750277777777775;"48°45'1.000""N 1°43'21.000""E";78264;"";ROUTE DU GRAND CHOISEL TOUR DE GUÊT;78490;GAMBAISEUIL;Pylône autostable;32.5;"Ets public , Minist, Synd mixt"
1826897;2.107222222222222;48.790277777777774;"48°47'25.000""N 2°6'26.000""E";78646;"";ROUTE DE DAMPIERRE D91 ÉCHANGEUR DE SATORY;78000;VERSAILLES;Pylône tubulaire;23.0;HIVORY
1827484;3.0008333333333335;48.73916666666667;"48°44'21.000""N 3°0'3.000""E";77360;LES AUNETTES;CHEM RURAL DIT DES POMMIERS;77131;PEZARCHES;Pylône autostable;37.9;HIVORY
1829943;2.248611111111111;48.893055555555556;"48°53'35.000""N 2°14'55.000""E";92026;"";"29 RUE D'ESSLING";92400;COURBEVOIE;Bâtiment;36.0;Société HLM
1829949;2.3716666666666666;48.900555555555556;"48°54'2.000""N 2°22'18.000""E";75119;"";BD PÉRIPHÉRIQUE PLACE SKANDERBEG;75019;PARIS 19E ARRONDISSEMENT;Tunnel;5.0;"Commune, communauté de commune"
1829951;2.8072222222222223;48.871944444444445;"48°52'19.000""N 2°48'26.000""E";77268;"";"AV. DE LA FOSSE DES PRESSOIRS, 20  HÔTEL MAGIC CIRCUS";77700;MAGNY LE HONGRE;Bâtiment;34.1;Société Privée
1829953;2.1958333333333333;48.99805555555555;"48°59'53.000""N 2°11'45.000""E";95424;"";"RUE PAUL CEZANNE, 1";95370;MONTIGNY LES CORMEILLES;Bâtiment;31.4;Société HLM
1830511;2.365277777777778;48.848333333333336;"48°50'54.000""N 2°21'55.000""E";75104;"";"2, RUE CRILLON";75004;PARIS 4E ARRONDISSEMENT;Immeuble;27.5;"Copropriété, Syndic, SCI"
1830742;2.3452777777777776;48.89277777777778;"48°53'34.000""N 2°20'43.000""E";75118;"";"34, RUE HERMEL";75018;PARIS 18E ARRONDISSEMENT;Immeuble;33.5;"Copropriété, Syndic, SCI"
1830770;2.2908333333333335;48.92583333333333;"48°55'33.000""N 2°17'27.000""E";92036;"";32 RUE LOUIS CALMEL;92230;GENNEVILLIERS;Bâtiment;19.4;Société Privée
1830772;2.5233333333333334;48.903055555555554;"48°54'11.000""N 2°31'24.000""E";93062;"";40 ALLÉE DE L?ÉGLISE;93340;RAINCY;Immeuble;15.9;"Copropriété, Syndic, SCI"
1831335;2.143611111111111;48.825;"48°49'30.000""N 2°8'37.000""E";78646;"";72 - 74 AV DU MARÉCHAL HAIG;78000;VERSAILLES;Immeuble;18.4;Société HLM
1831408;2.2019444444444445;48.854166666666664;"48°51'15.000""N 2°12'7.000""E";92064;"";"1 R DU CAMP CANADIEN TRIBUNE DE L'HIPPODROME DE ST CLOUD";92210;SAINT CLOUD;Bâtiment;26.8;Société Privée
1833663;2.4155555555555557;48.86527777777778;"48°51'55.000""N 2°24'56.000""E";93006;"";28 AVENUE DU GENERAL DE GAULLE CENTRE COMMERCIAL BEL EST;93170;BAGNOLET;Immeuble;25.0;Société Privée
1833921;2.8847222222222224;48.95916666666667;"48°57'33.000""N 2°53'5.000""E";77284;"";11 RUE FAUBOURG ST NICOLAS  EGLISE ST NICOLAS;77100;MEAUX;Monument religieux;28.0;"Commune, communauté de commune"
1834436;3.135;48.82888888888889;"48°49'44.000""N 3°8'6.000""E";77042;"";CHEM DES GRIETS STADE COMMUNAL;77169;BOISSY LE CHATEL;Pylône autostable;31.5;CELLNEX
1834440;2.9280555555555554;48.81611111111111;"48°48'58.000""N 2°55'41.000""E";77154;CROIX ST MARTIN;RUE SAINT-GOBERT;77163;DAMMARTIN SUR TIGEAUX;"Château d'eau - réservoir";20.0;"Commune, communauté de commune"
1834460;3.168888888888889;48.89861111111111;"48°53'55.000""N 3°10'8.000""E";77405;LES GRANDS MONTGOINS;"";77750;SAINT CYR SUR MORIN;Pylône tubulaire;37.0;ATC FRANCE
1838956;2.395277777777778;48.85472222222222;"48°51'17.000""N 2°23'43.000""E";75111;"";87/89 BOULEVARD DE CHARONNE;75011;PARIS 11E ARRONDISSEMENT;Bâtiment;25.0;Société HLM
1842150;2.396111111111111;48.869166666666665;"48°52'9.000""N 2°23'46.000""E";75120;"";256 RUE DES PYRENEES;75020;PARIS 20E ARRONDISSEMENT;Immeuble;30.0;Société Privée
1843323;3.5405555555555557;48.72083333333333;"48°43'15.000""N 3°32'26.000""E";51237;"";RUE DE ARBRE HAUT;51310;ESTERNAY;Pylône autostable;33.3;TDF
1843375;2.3125;48.87611111111111;"48°52'34.000""N 2°18'45.000""E";75108;"";"9, RUE DE TÉHÉRAN";75008;PARIS 8E ARRONDISSEMENT;Immeuble;35.6;"Copropriété, Syndic, SCI"
1843411;2.236111111111111;48.89388888888889;"48°53'38.000""N 2°14'10.000""E";92062;"";PASSERELLE TRIANGLE;92800;PUTEAUX;"Ouvrage d'art (pont, viaduc)";17.6;Société Privée
1843413;2.391388888888889;48.91722222222222;"48°55'2.000""N 2°23'29.000""E";93001;"";RUE CHARLES TILLON;93300;AUBERVILLIERS;Immeuble;53.4;Société HLM
1843415;2.5033333333333334;48.9225;"48°55'21.000""N 2°30'12.000""E";93005;"";43 AVENUE LOUIS BLANC;93600;AULNAY SOUS BOIS;Bâtiment;25.3;"Copropriété, Syndic, SCI"
1843629;2.325;48.87555555555556;"48°52'32.000""N 2°19'30.000""E";75108;METRO L14/ST LAZARE;COUR DE ROME;75008;PARIS 8E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
1843631;2.355;48.87972222222222;"48°52'47.000""N 2°21'18.000""E";75110;METRO GARE DU NORD;PLACE NAPOLEON III L5;75010;PARIS 10E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
1844421;2.3194444444444446;48.81861111111111;"48°49'7.000""N 2°19'10.000""E";92049;METRO MAIRIE DE MONTROUGE;MÉTRO MAIRIE DE MONTROUGE 43 AV DE LA RÉPUBLIQUE;92120;MONTROUGE;Intérieur sous-terrain;0.0;RATP
1844513;2.2022222222222223;48.7525;"48°45'9.000""N 2°12'8.000""E";91064;LES HOMMERIES;27 ROUTE DE JOUY;91570;BIEVRES;pylône arbre;33.0;ON TOWER FRANCE
1844667;2.3866666666666667;48.89861111111111;"48°53'55.000""N 2°23'12.000""E";75119;PORTE DE LA VILLETTE;BD MAC DONALD / AV DE LA PORTE DE LA VILLETTE TUNNEL DES MARÉCHAUX;75019;PARIS 19E ARRONDISSEMENT;Tunnel;6.0;"Commune, communauté de commune"
1845437;2.5658333333333334;48.84638888888889;"48°50'47.000""N 2°33'57.000""E";93051;"";6 RUE DE LA JUSTICE;93160;NOISY LE GRAND;pylône arbre;22.0;BOUYGUES
1847669;2.3716666666666666;48.783055555555556;"48°46'59.000""N 2°22'18.000""E";94081;"";243 RUE JULIAN GRIMAUD;94400;VITRY SUR SEINE;Pylône autostable;24.5;HIVORY
1847737;2.5455555555555556;48.90361111111111;"48°54'13.000""N 2°32'44.000""E";93014;"";"10, ALLÉE DU CHÊNE POINTU";93390;CLICHY SOUS BOIS;Bâtiment;56.7;Société HLM
1848341;2.2969444444444447;48.8725;"48°52'21.000""N 2°17'49.000""E";75108;"";133 AVENUE DES CHAMPS ELYSEES PUBLICIS;75008;PARIS 8E ARRONDISSEMENT;Immeuble;36.3;Particulier
1848348;2.3066666666666666;48.868611111111115;"48°52'7.000""N 2°18'24.000""E";75108;"";12 RUE DE MARIGNAN;75008;PARIS 8E ARRONDISSEMENT;Bâtiment;32.5;Société Privée
1848363;2.7808333333333333;48.853611111111114;"48°51'13.000""N 2°46'51.000""E";77449;"";14 COURS DU DANUBE ENSEIGNE PUBLICITAIRE;77700;SERRIS;Bâtiment;25.5;"CCI,Ch Metiers,Port Aut,Aérop"
1848379;2.2575;48.83416666666667;"48°50'3.000""N 2°15'27.000""E";92012;"";46 PL ABEL GANCE;92100;BOULOGNE BILLANCOURT;Immeuble;38.7;"Copropriété, Syndic, SCI"
1848487;2.3513888888888888;48.85777777777778;"48°51'28.000""N 2°21'5.000""E";75104;"";74 RUE DE RIVOLI;75004;PARIS 4E ARRONDISSEMENT;Immeuble;27.2;Société Privée
1848489;2.3852777777777776;48.708333333333336;"48°42'30.000""N 2°23'7.000""E";91027;"";14-18 ALLEE OZONVILLE;91200;ATHIS MONS;Immeuble;20.8;"Copropriété, Syndic, SCI"
1848491;2.4561111111111114;48.77472222222222;"48°46'29.000""N 2°27'22.000""E";94028;"";2 RUE FLORIS OSMOND;94000;CRETEIL;Immeuble;30.4;Société HLM
1848820;2.899722222222222;48.94972222222222;"48°56'59.000""N 2°53'59.000""E";77284;"";RUE PAUL LOUIS COURRIER RÉSIDENCE CAMARGUE;77100;MEAUX;Immeuble;54.0;Société HLM
1849407;2.9994444444444444;48.95916666666667;"48°57'33.000""N 2°59'58.000""E";77415;LA SABOTTE;CHE DE LA SABOTTE;77660;SAINT JEAN LES DEUX JUMEAUX;Pylône autostable;39.0;HIVORY
1849797;2.3627777777777776;48.84166666666667;"48°50'30.000""N 2°21'46.000""E";75105;"";"20 BD DE L'HOPITAL";75005;PARIS 5E ARRONDISSEMENT;Immeuble;31.8;"Copropriété, Syndic, SCI"
1851315;2.178888888888889;48.71111111111111;"48°42'40.000""N 2°10'44.000""E";91471;"";CHE DU PETIT SACLAY PÉPINIÈRE BOURGUOIN;91400;ORSAY;Pylône autostable;23.0;HIVORY
1852526;1.9483333333333333;48.765;"48°45'54.000""N 1°56'54.000""E";78383;"";9 RUE DE BRIE;78310;MAUREPAS;Immeuble;28.4;Société HLM
1853096;2.388611111111111;48.83138888888889;"48°49'53.000""N 2°23'19.000""E";75112;"";40 AV DES TERROIRS DE FRANCE IMMEUBLE LUMIERE;75012;PARIS 12E ARRONDISSEMENT;Immeuble;45.0;Société Privée
1853200;2.3708333333333336;48.85333333333333;"48°51'12.000""N 2°22'15.000""E";75111;"";5 R DU FAUBOURG ST-ANTOINE;75011;PARIS 11E ARRONDISSEMENT;Immeuble;25.4;"Copropriété, Syndic, SCI"
1853762;2.9008333333333334;48.84638888888889;"48°50'47.000""N 2°54'3.000""E";77529;"";"R DU CHÂTEAU D'EAU";77580;VOULANGIS;Pylône autostable;30.0;HIVORY
1854445;2.6691666666666665;48.83027777777778;"48°49'49.000""N 2°40'9.000""E";77121;"";"33, ALLÉE DU CLOS DES CHARMES ZI LES PORTES DE LA FORÊT";77090;COLLEGIEN;Pylône autostable;30.0;HIVORY
1854554;2.368333333333333;48.855555555555554;"48°51'20.000""N 2°22'6.000""E";75104;"";25 BD BEAUMARCHAIS;75004;PARIS 4E ARRONDISSEMENT;Immeuble;29.5;"Copropriété, Syndic, SCI"
1855349;2.3433333333333333;48.846944444444446;"48°50'49.000""N 2°20'36.000""E";75105;"";12 RUE SOUFFLOT;75005;PARIS 5E ARRONDISSEMENT;Immeuble;28.0;"Commune, communauté de commune"
1855670;2.401388888888889;48.82972222222222;"48°49'47.000""N 2°24'5.000""E";75112;"";TUNNEL BD PÉRIPHÉRIQUE SOUS AV DE LA PORTE DE CHARENTON;75012;PARIS 12E ARRONDISSEMENT;Tunnel;10.1;"Commune, communauté de commune"
1856901;2.0594444444444444;48.78888888888889;"48°47'20.000""N 2°3'34.000""E";78297;"";ROUTE DE ST CYR;78280;GUYANCOURT;Pylône autostable;19.0;HIVORY
1856916;1.9672222222222222;48.7625;"48°45'45.000""N 1°58'2.000""E";78208;LA GRANDE VILLEDIEU;RD58 / BRETELLE N10;78990;ELANCOURT;Pylône autostable;32.0;SNCF Réseau
1856931;2.1108333333333333;48.73138888888889;"48°43'53.000""N 2°6'39.000""E";91679;"";3  R DES GRAVIERS ZA LES GRAVIERS;91190;VILLIERS LE BACLE;Pylône autostable;20.0;HIVORY
1858161;2.362222222222222;48.80861111111111;"48°48'31.000""N 2°21'44.000""E";94043;"";114 AV DE FONTAINEBLEAU;94270;KREMLIN BICETRE;Immeuble;37.0;Société HLM
1860003;2.2405555555555554;48.90611111111111;"48°54'22.000""N 2°14'26.000""E";92035;"";12 BIS AVENUE DE CHARLEBOURG;92250;GARENNE COLOMBES;Immeuble;18.2;"Copropriété, Syndic, SCI"
1861676;2.3133333333333335;48.87361111111111;"48°52'25.000""N 2°18'48.000""E";75108;"";50 RUE DE LA BOETIE;75008;PARIS 8E ARRONDISSEMENT;Bâtiment;32.1;"Copropriété, Syndic, SCI"
1862474;2.5775;48.95166666666667;"48°57'6.000""N 2°34'39.000""E";93073;"";52 AV EDOUARD VAILLANT;93290;TREMBLAY EN FRANCE;Immeuble;26.5;"Copropriété, Syndic, SCI"
1862490;2.6752777777777776;49.007777777777775;"49°0'28.000""N 2°40'31.000""E";77462;"";RUE DES TROIS VILLES;77230;THIEUX;"Château d'eau - réservoir";20.0;"Commune, communauté de commune"
1862535;2.3425000000000002;48.86555555555555;"48°51'56.000""N 2°20'33.000""E";75102;"";50 RUE ETIENNE MARCEL;75002;PARIS 2E ARRONDISSEMENT;Bâtiment;27.0;"Copropriété, Syndic, SCI"
1862571;2.463611111111111;48.90138888888889;"48°54'5.000""N 2°27'49.000""E";93053;"";4 RUE RENÉ CLÉMENT;93130;NOISY LE SEC;Immeuble;37.0;Société HLM
1862622;1.8602777777777777;48.995555555555555;"48°59'44.000""N 1°51'37.000""E";78327;"";20 RUE DE LA COTE DE APREMONT;78820;JUZIERS;Pylône tubulaire;21.0;TOTEM
1862821;2.5433333333333334;48.94638888888889;"48°56'47.000""N 2°32'36.000""E";93071;STADE JEAN GUIMIER;CHEMIN DU MARAIS DU SOUCI;93270;SEVRAN;Pylône tubulaire;30.0;BOUYGUES
1863227;2.4233333333333333;48.738055555555555;"48°44'17.000""N 2°25'24.000""E";94077;"";2 AV PASTEUR;94290;VILLENEUVE LE ROI;Immeuble;19.3;"Copropriété, Syndic, SCI"
1863902;2.131111111111111;48.7075;"48°42'27.000""N 2°7'52.000""E";91272;"";AV DE LA TERRASSE;91190;GIF SUR YVETTE;Bâtiment;20.3;"Ets public , Minist, Synd mixt"
1865083;2.2672222222222222;48.88305555555556;"48°52'59.000""N 2°16'2.000""E";92051;"";122 AVENUE CHARLES DE GAULLE;92200;NEUILLY SUR SEINE;Bâtiment;35.3;"Copropriété, Syndic, SCI"
1865085;2.45;48.87277777777778;"48°52'22.000""N 2°27'0.000""E";93048;"";23 RUE TRAVERSIERE;93100;MONTREUIL;Bâtiment;15.7;SFR
1865239;3.073888888888889;48.943333333333335;"48°56'36.000""N 3°4'26.000""E";77440;"";ROUTE DU RESERVOIR;77260;SAMMERON;Pylône autostable;20.2;HIVORY
1865250;3.1797222222222223;48.98638888888889;"48°59'11.000""N 3°10'47.000""E";77265;LA REMISE DE MESSY;"";77138;LUZANCY;Pylône autostable;25.0;HIVORY
1865663;1.8475000000000001;48.92305555555556;"48°55'23.000""N 1°50'51.000""E";78033;"";CHEMIN VERT PARC COMMUNAL LES FONTIGNEUX;78126;AULNAY SUR MAULDRE;Pylône autostable;32.0;HIVORY
1865714;1.961111111111111;48.775;"48°46'30.000""N 1°57'40.000""E";78208;"";ROUTE DU MESNIL - D58 CENTRE SPORTIF LES 4 ARBRES STADE GUY BONIFACE;78990;ELANCOURT;Pylône tubulaire;25.0;HIVORY
1866260;2.082777777777778;48.77333333333333;"48°46'24.000""N 2°4'58.000""E";78297;"";47 R DE DAMPIERRE FOYER SONACOTRA;78280;GUYANCOURT;Immeuble;21.4;Société HLM
1866387;2.222777777777778;48.92388888888889;"48°55'26.000""N 2°13'22.000""E";95063;"";"80, QUAI VOLTAIRE";95870;BEZONS;Immeuble;37.0;Société Privée
1866587;2.3544444444444443;48.93972222222222;"48°56'23.000""N 2°21'16.000""E";93066;CROUS;PL DU 8 MAI 1945 RÉSIDENCE UNIVERSITAIRE;93200;SAINT DENIS;Immeuble;37.0;"Ets public , Minist, Synd mixt"
1866789;2.410555555555556;48.90027777777778;"48°54'1.000""N 2°24'38.000""E";93055;"";128 AV DU GÉNÉRAL LECLERC;93500;PANTIN;Immeuble;21.6;"Copropriété, Syndic, SCI"
1867088;2.3713888888888888;48.83361111111111;"48°50'1.000""N 2°22'17.000""E";75113;"";55 BD VINCENT AURIOL STATIONS F (GARE DE FRET);75013;PARIS 13E ARRONDISSEMENT;Intérieur galerie;10.0;Société Privée
1867287;2.9719444444444445;48.958333333333336;"48°57'30.000""N 2°58'19.000""E";77475;TROU DU LAPIN;AV DE VERDUN D 603;77470;TRILPORT;Pylône autostable;25.0;HIVORY
1867439;2.2630555555555554;48.82333333333333;"48°49'24.000""N 2°15'47.000""E";92040;"";1 BD GARIBALDI;92130;ISSY LES MOULINEAUX;Immeuble;38.0;Société HLM
1867491;2.4166666666666665;48.835277777777776;"48°50'7.000""N 2°25'0.000""E";94067;"";51 RUE ALPHAND;94160;SAINT MANDE;Bâtiment;32.6;"Copropriété, Syndic, SCI"
1867862;2.2780555555555555;48.83361111111111;"48°50'1.000""N 2°16'41.000""E";75115;"";RUE LOUIS ARMAND PORTIQUE BP PK 9.14 INTÉRIEUR;75015;PARIS 15E ARRONDISSEMENT;"Ouvrage de signalisation (portique routier, panneau routier)";8.5;"Commune, communauté de commune"
1867864;2.3630555555555555;48.90111111111111;"48°54'4.000""N 2°21'47.000""E";75118;"";"IMPASSE MARTEAU PORTIQUE PK23,335 EXTÉRIEUR";75018;PARIS 18E ARRONDISSEMENT;"Ouvrage de signalisation (portique routier, panneau routier)";8.2;"Commune, communauté de commune"
1867872;2.033888888888889;49.011944444444445;"49°0'43.000""N 2°2'2.000""E";95323;"";105 AVENUE AVENUE DU TEMPS PERDU;95280;JOUY LE MOUTIER;Bâtiment;18.0;"Copropriété, Syndic, SCI"
1867971;2.3175;48.695277777777775;"48°41'43.000""N 2°19'3.000""E";91161;LA FONTAINE AUGERE;12 RUE DE LA FONTAINE AUGERE;91380;CHILLY MAZARIN;Pylône tubulaire;20.0;HIVORY
1868039;2.0141666666666667;49.02111111111111;"49°1'16.000""N 2°0'51.000""E";95637;"";1 RUE DU CHARDON CENTRE TECHNIQUE DE VAUREAL;95490;VAUREAL;Pylône autostable;21.0;HIVORY
1868826;1.5722222222222224;48.67611111111111;"48°40'34.000""N 1°34'20.000""E";28146;"LA BUTTE D'AUVERGNE";"";28210;FAVEROLLES;Pylône autostable;41.0;ON TOWER FRANCE
1869257;2.4161111111111113;48.85805555555555;"48°51'29.000""N 2°24'58.000""E";93006;"";50 R EDOUARD VAILLANT;93170;BAGNOLET;Immeuble;40.0;Société HLM
1869757;2.410833333333333;48.97472222222222;"48°58'29.000""N 2°24'39.000""E";95268;"";"12-14, AVENUE FREDERIC JOLIOT CURIE";95140;GARGES LES GONESSE;Immeuble;22.0;"Copropriété, Syndic, SCI"
1870085;3.1461111111111113;48.986666666666665;"48°59'12.000""N 3°8'46.000""E";77078;"";CHEM RURAL DE RETOURNELOUP;77260;CHAMIGNY;pylône arbre;30.0;HIVORY
1870836;2.4825;48.9475;"48°56'51.000""N 2°28'57.000""E";93005;LES MARDELLES;R MAURICE DE BROGLIE ZA LES MARDELLES;93600;AULNAY SOUS BOIS;pylône arbre;22.0;Société Privée
